name,type,data/description/value,data/description/chat,data/description/unidentified,data/source,data/activation/type,data/activation/cost,data/activation/condition,data/duration/value,data/duration/units,data/target/value,data/target/units,data/target/type,data/range/value,data/range/long,data/range/units,data/uses/value,data/uses/max,data/uses/per,data/consume/type,data/consume/target,data/consume/amount,data/ability,data/actionType,data/attackBonus,data/chatFlavor,data/critical,data/damage/versatile,data/formula,data/save/ability,data/save/dc,data/save/scaling,data/level,data/school,data/components/value,data/components/vocal,data/components/somatic,data/components/material,data/components/ritual,data/components/concentration,data/materials/value,data/materials/consumed,data/materials/cost,data/materials/supply,data/preparation/mode,data/preparation/prepared,data/scaling/mode,data/scaling/formula,data/img
Prismatic Spray,spell,"<p>Eight multicolored rays of light flash from your hand. Each ray is a different color and has a different power and purpose. Each creature in a 60-foot cone must make a Dexterity saving throw. For each target, roll a d8 to determine which color ray affects it.</p><ul><li><strong>1. Red.</strong> The target takes 10d6 fire damage on a failed save, or half as much damage on a successful one.</li><li><strong>2. Orange.</strong> The target takes 10d6 acid damage on a failed save, or half as much damage on a successful one.</li><li><strong>3. Yellow.</strong> The target takes 10d6 lightning damage on a failed save, or half as much damage on a successful one.</li><li><strong>4. Green.</strong> The target takes 10d6 poison damage on a failed save, or half as much damage on a successful one.</li><li><strong>5. Blue.</strong> The target takes 10d6 cold damage on a failed save, or half as much damage on a successful one.</li><li><strong>6. Indigo.</strong> On a failed save, the target is restrained. It must then make a Constitution saving throw at the end of each of its turns. If it successfully saves three times, the spell ends. If it fails its save three times, it permanently turns to stone and is subjected to the petrified condition. The successes and failures don’t need to be consecutive; keep track of both until the target collects three of a kind.</li><li><strong>7. Violet.</strong> On a failed save, the target is blinded. It must then make a Wisdom saving throw at the start of your next turn. A successful save ends the blindness. If it fails that save, the creature is transported to another plane of existence of the GM’s choosing and is no longer blinded. (Typically, a creature that is on a plane that isn’t its home plane is banished home, while other creatures are usually cast into the Astral or Ethereal planes.)</li><li><strong>8. Special.</strong> The target is struck by two rays. Roll twice more, rerolling any 8.</li></ul> ",,,Rapazeada,action,1,,inst,,,,,,,self,0,0,,,,,,,0,,,,,,,spell,7,evo,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Primordial Ward,spell,"<p>You have resistance to acid, cold, fire, lightning, and thunder damage for the spell’s duration.</p><p>When you take damage of one of those types, you can use your reaction to gain immunity to that type of damage, including against the triggering damage.</p><p>If you do so, the resistances end, and you have the immunity until the end of your next turn, at which time the spell ends.</p> ",,,Rapazeada,action,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,6,abj,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Primal Savagery,spell,"<p>You channel primal magic to cause your teeth or fingernails to sharpen, ready to deliver a corrosive attack. Make a melee spell attack against one creature within 5 feet of you. On a hit, the target takes 1d10 acid damage. After you make the attack, your teeth or fingernails return to normal.</p> ",,,Rapazeada,action,1,,inst,,,,,,,self,0,0,,,,,,,0,,,,,,,spell,0,trs,,false,true,false,false,false,,false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Prestidigitation,spell,"<p>This spell is a minor magical trick that novice spellcasters use for practice. You create one of the following magical effects within range:</p><ul><li>You create an instantaneous, harmless sensory effect, such as a shower of sparks, a puff of wind, faint musical notes, or an odd odor.</li><li>You instantaneously light or snuff out a candle, a torch, or a small campfire.</li><li>You instantaneously clean or soil an object no larger than 1 cubic foot.</li><li>You chill, warm, or flavor up to 1 cubic foot of nonliving material for 1 hour.</li><li>You make a color, a small mark, or a symbol appear on an object or a surface for 1 hour.</li><li>You create a nonmagical trinket or an illusory image that can fit in your hand and that lasts until the end of your next turn.</li></ul><p>If you cast this spell multiple times, you can have up to three of its non-instantaneous effects active at a time, and you can dismiss such an effect as an action.</p> ",,,Rapazeada,action,1,,hour,1,,,,3,,ft,0,0,,,,,,,0,,,,,,,spell,0,trs,,true,true,false,false,false,,false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Prayer of Healing,spell,<p>Up to six creatures of your choice that you can see within range each regain hit points equal to 2d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs.</p> ,,,Rapazeada,minute,10,,inst,,,,,9,,ft,0,0,,,,,,,0,,,,,,,spell,2,evo,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Power Word Stun,spell,"<p>You speak a word of power that can overwhelm the mind of one creature you can see within range, leaving it dumbfounded. If the target has 150 hit points or fewer, it is stunned. Otherwise, the spell has no effect.</p><p>The stunned target must make a Constitution saving throw at the end of each of its turns. On a successful save, this stunning effect ends.</p> ",,,Rapazeada,action,1,,inst,,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,8,enc,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Power Word Pain,spell,"<p>You speak a word of power that causes waves of intense pain to assail one creature you can see within range. If the target has 100 hit points or fewer, it is subject to crippling pain. Otherwise, the spell has no effect on it. A target is also unaffected if it is immune to being charmed.</p><p>While the target is affected by crippling pain, any speed it has can be no higher than 10 feet. The target also has disadvantage on attack rolls, ability checks, and saving throws, other than Constitution saving throws. Finally, if the target tries to cast a spell, it must first succeed on a Constitution saving throw, or the casting fails and the spell is wasted.</p><p>A target suffering this pain can make a Constitution saving throw at the end of each of its turns. On a successful save, the pain ends.</p> ",,,Rapazeada,action,1,,inst,,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,9,enc,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Power Word Kill,spell,"<p>You utter a word of power that can compel one creature you can see within range to die instantly. If the creature you choose has 100 hit points or fewer, it dies. Otherwise, the spell has no effect.</p> ",,,Rapazeada,action,1,,inst,,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,9,enc,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Power Word Heal,spell,"<p>A wave of healing energy washes over the creature you touch. The target regains all its hit points. If the creature is charmed, frightened, paralyzed, or stunned, the condition ends. If the creature is prone, it can use its reaction to stand up. This spell has no effect on undead or constructs.</p> ",,,Rapazeada,action,1,,inst,,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,9,evo,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Polymorph,spell,"<p>This spell transforms a creature that you can see within range into a new form. An unwilling creature must make a Wisdom saving throw to avoid the effect. The spell has no effect on a shapechanger or a creature with 0 hit points.</p><p>The transformation lasts for the duration, or until the target drops to 0 hit points or dies. The new form can be any beast whose challenge rating is equal to or less than the target’s (or the target’s level, if it doesn’t have a challenge rating). The target’s game statistics, including mental ability scores, are replaced by the statistics of the chosen beast. It retains its alignment and personality.</p><p>The target assumes the hit points of its new form. When it reverts to its normal form, the creature returns to the number of hit points it had before it transformed. If it reverts as a result of dropping to 0 hit points, any excess damage carries over to its normal form. As long as the excess damage doesn’t reduce the creature’s normal form to 0 hit points, it isn’t knocked unconscious.</p><p>The creature is limited in the actions it can perform by the nature of its new form, and it can’t speak, cast spells, or take any other action that requires hands or speech.</p><p>The target’s gear melds into the new form. The creature can’t activate, use, wield, or otherwise benefit from any of its equipment.</p> ",,,Rapazeada,action,1,,hour,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,4,trs,,true,true,true,false,true,a caterpillar cocoon,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Poison Spray,spell,<p>You extend your hand toward a creature you can see within range and project a puff of noxious gas from your palm. The creature must succeed on a Constitution saving throw or take 1d12 poison damage.</p> ,,,Rapazeada,action,1,,inst,,,,,3,,ft,0,0,,,,,,,0,,,,,,,spell,0,con,,true,true,false,false,false,,false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Plant Growth,spell,"<p>This spell channels vitality into plants within a specific area. There are two possible uses for the spell, granting either immediate or long-term benefits.</p><p>If you cast this spell using 1 action, choose a point within range. All normal plants in a 100-foot radius centered on that point become thick and overgrown. A creature moving through the area must spend 4 feet of movement for every 1 foot it moves.</p><p>You can exclude one or more areas of any size within the spell’s area from being affected.</p><p>If you cast this spell over 8 hours, you enrich the land. All plants in a half-mile radius centered on a point within range become enriched for 1 year. The plants yield twice the normal amount of food when harvested.</p> ",,,Rapazeada,special,0,,inst,,,,,45,,ft,0,0,,,,,,,0,,,,,,,spell,3,trs,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Plane Shift,spell,"<p>You and up to eight willing creatures who link hands in a circle are transported to a different plane of existence. You can specify a target destination in general terms, such as the City of Brass on the Elemental Plane of Fire or the palace of Dispater on the second level of the Nine Hells, and you appear in or near that destination. If you are trying to reach the City of Brass, for example, you might arrive in its Street of Steel, before its Gate of Ashes, or looking at the city from across the Sea of Fire, at the GM’s discretion.</p><p>Alternatively, if you know the sigil sequence of a teleportation circle on another plane of existence, this spell can take you to that circle. If the teleportation circle is too small to hold all the creatures you transported, they appear in the closest unoccupied spaces next to the circle.</p><p>You can use this spell to banish an unwilling creature to another plane. Choose a creature within your reach and make a melee spell attack against it. On a hit, the creature must make a Charisma saving throw. If the creature fails this save, it is transported to a random location on the plane of existence you specify. A creature so transported must find its own way back to your current plane of existence.</p> ",,,Rapazeada,action,1,,inst,,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,7,con,,true,true,true,false,false,"a forked, metal rod worth at least 250 gp, attuned to a particular plane of existence",false,250,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
